Artist,Tags
BENEE,"pop, indie pop, New Zealand, indie, female vocalists, Kiwi, electronic, seen live, electropop, alternative, 3, seenlive, rnb, nz, bullshit, 2010s, aotearoa, bedroom pop, new zealander, kiwi pop, good timez, 2020s, 3-5, ten million plays, yandex music, MusicLibrary, 20210213-J-Musiclist, born in the 21st century, seenlivegetologist"
Clubhouse,"dance, electronic, indie pop, indie, 80s, USA, Ohio, lesser known yet streamable artists, Columbus, weekend, classic house, pop dance, Disco-House, Gianfranco Bortolotti, Thommys Radio, Home collection"
Tove Lo,"pop, swedish, electronic, female vocalists, indie, seen live, electropop, indie pop, synthpop, Sweden, World Music, chillout, alternative, world, Skitz0rz, uitluisteren artist, holloween skitz0rz, fav888, chill, 3, sunflower, my dance room, dance-pop, singer-songwriter, dance, female vocalist, scandinavian, dance pop, 10s, 2010s, stockholm, contemporary rnb, Tove Lo, Queen, nordic, rnb, drugs, eletronic, All, dark pop, 2020s, Disco, female, electro, Electro Pop, Lady Gaga, Swedish Pop, 00s, alternative pop, check out, boring, female singer-songwriter, sexual, 2014, generic, scorpio, lgbt, alternative rnb, avant-electro, chloe howl, truth serum, Queen of the Clouds"
MIA,"german, electronic, deutsch, pop, indie, seen live, female vocalists, alternative, mia, rock, Deutschrock, punk, Berlin, Progressive rock, minimal, german artists, indie pop, female vocalist, electronica, lithuanian, electro, electropunk, Hip-Hop, indie rock, germany, Mieze, electropop, techno, argentina, live gesehen, German Bands, female, alternative rock, elektro, female vocals, deutsch rock, lithuania, german indiepop, from: germany, Deutschsprachige Musik, German Indie, M.I.A, chillout, hip hop, experimental, dance, House, deutschsprachig, symphonic prog, deutscher Gitarrenpop, Deutsche, symphonic progressive rock, symphonic progressive, british, swedish, rap, singer-songwriter, prog, minimal techno, synthpop, Korean, cool, German Pop, Lithuanian pop, deutsche texte, deutschlandradio, Deutschsprachiges, best female voices, live gesehn, abrocken, i love german pop, with female singers"
Holy Pinto,"indie, british, folk, indie pop, singer-songwriter, pop punk, milwaukee, wisconsin, british accent, sparkle emo"
Noah Cyrus,"pop, female vocalists, Disney, dance, better than selena gomez, urban, guilty pleasure, Miley Cyrus, better than demi lovato, pop rock, american, better than ariana grande, rock, teen pop, miley, hannah montana, electronic, seen live, better than taylor swift, rnb, female vocalist, Hip-Hop, Brutal Death Metal, country, sexy, female, better than Lady Gaga, electropop, Better than Katy Perry, <3, bitch, better than madonna, whore, better than miley cyrus, 00s, shit, better than beyonce, Endless Summer Vacation, all things annoying in the world put together into one stupid bitch, beautiful, Slut, best of 2023, Love, disney channel, pisou na demi, dance-pop, diva, country pop, love at first listen, disneycore, Soundtrack, alternative, catchy, Guilty Pleasures, deathcore, better than radiohead, amazing, death metal, teen, Cyrus, hot, Crap, experimental, dance pop, Officially Shit, USA, the worst thing ever to happen to music, attention whore, singer-songwriter, epic, jonas brothers, the climb, 2023, grindcore, Demi Lovato, 7 things, better than michael jackson, better than cher"
Mokita,"electronic, indie pop, post-hardcore, indie, pop, Punk-Pop, theo graham-brown, joe scannell, british, grindcore, UK, indietronica, lesser known yet streamable artists, english, under 2000 listeners, john hodgson, jonathan reynolds, lucy banham, nigel nuttall, ruth francis"
BeatKing,"Hip-Hop, hip hop, rap, USA, Estados Unidos, musical journey to the ends of time"
Diners,"indie rock, arizona, rock, Surf, indie pop, power pop, USA, 3, dream pop, surf rock, 5432fun"
Hinterländer,
Tornado Wallace,"House, deep house, Disco, australian, australia, Balearic Beat, electronic, space disco, seen live, under 2000 listeners, tribal house"
Beach Bunny,"indie rock, indie pop, indie, seen live, power pop, pop rock, female vocalists, USA, pop punk, chicago, pop, rock, emo, american, bubblegrunge, 2020s, punk, alternative rock, twee pop, singer-songwriter, cute, jangle pop, indie folk, diy, 4, shit, 2010s, Illinois, us, 20s, not emo, bedroom pop, midwest emo, emo pop, indie punk, bunny, very good music, over 1 million listeners"
Emblem3,"pop, X factor, male vocalists, Emblem3, american, reggae, 10s, x factor usa, seen live, indie, USA, pop rock, pop punk, band, male vocalist, boyband, 2010s, us, teen pop, United States, All, teen, boy band, boybands, radio disney, The X Factor, surfmusic, X Factor USA 2012, Emblem 3, CeCe Frey, lickable members, the x factor us, lidarr"
Hellhills,"lithuanian, alternative metal, electronic, alternative rock, Progressive, pop punk, trap, lithuania, rap rock"
Beyoncé,"rnb, pop, female vocalists, soul, Hip-Hop, beyonce, dance, r&b, american, sexy, Officially Shit, seen live, Shakira, diva, bitch, female, shakira wannabe, whore, shit, hip hop, overrated, female vocalist, all things annoying in the world put together into one stupid bitch, cunt, talentless, 00s, urban, Crap, animal cruelty, your ears will bleed, bimbo, rhythm and blues, boring, wack, USA, singer-songwriter, Love, legend, rap, funk, r and b, officially shallow, dance-pop, jazz, beautiful, r'n'b, black music, amazing, hot, contemporary rnb, constant lip syncher, Brutal Death Metal, texas, hiphop, party, electronic, Fierce, english, guilty pleasure, Favorite Artists, destinys child, bootylicious, Beyonce knowles, dance pop, Rihanna, alternative, Queen, fun, club, cool, Guilty Pleasures, rock, great voice"
Joel Laviolette,
ELIO,"pop, indie pop, canada, Canadian, Italy, Elio e le Storie Tese, monociglione, electronic, indie, female vocalists, elio-related, Hip-Hop, seen live, electropop, hip hop, rap, Queen, synth pop, House, Progressive, synthpop, tribal, rnb, humor, female vocalist, alternative pop, 4, under 2000 listeners, minimalist, tech, welsh, collection, french rap, rap francais, alt-pop, Contemporary pop, cantautori, Rap FR, Best voices, deezer, best italian rock, attivissimo, radioigorfree, toffana, upcoming album 2024"
Louis The Child,"electronic, nu disco, future bass, french touch, seen live, USA, electro house, american, chicago, nu-disco, electronica, pop, bass, chillwave, 2010s, 3 stars, All, spotify, Selena Gomez, lovestep, seeing live, names of people, 2020s, Louis the child"
Jess Glynne,"pop, british, seen live, electropop, female vocalists, United Kingdom, dance, electronic, soul, dance-pop, english, singer-songwriter, rnb, House, england, UK Pop, All, contemporary rnb, UK, london, dance pop, muswell hill, Jess Glynne, Haringey, electronica, indie pop, deep house, female vocalist, live, Soulful house, 2013, female vocal, love at first listen, Disco Pop, New band of the day, check out, vocal house, fuck yeah, Eargasm, 10s, 2010s, electro-pop, piano pop, 2015, Arena, UK Garage, new music, Best Vocal, redhead, pop soul, strong voice, farofa, contemporary soul, better than one direction, freckles, 2020s, 4-5, I Heard This Artist Before, elektro-dance-pop,  soul,  house,  r&b, most talented artists active in 2018"
Wild Pink,"indie rock, indie, new york, american, seen live, pop, rock, alternative, indie pop, USA, americana, soft rock, folk rock, indie folk, male vocalists, folk pop, 10s, 2010s, america, heartland rock, countrygaze, 2020s, soft rock revival"
Laufey,"jazz, pop, female vocalists, icelandic, seen live, soul, Bossa Nova, jazz pop, indie pop, Traditional Pop, romantic, iceland, 2020s, indie, vocal, jazz vocal, singer-songwriter, USA, piano, Fusion, vocal jazz, beautiful, Dreamy, relaxed, longing, Reflective, peace, atmospheric, late night, dream pop, literate, introspective, smooth, melancholy, nostalgic, gentle, ethereal, Rainy Day, introspection, reflection, intimate, modern jazz, elegant, brazilian, indie folk, yearning, sophisticated, warm, chinese, 4, lovely, english, nostalgia, regret, comfort, autumnal, beautiful voice, delicate, Dream, lush, mother, saw live, Feeling Blue, 20s, wistful, Sentimental, tender, soothing, slow dance, the best, bedroom pop, Brittle, Long Walk, confessional, in love, stay in bed, languid, Romantic Evening, reminiscing, relationships, lovely voice, vulnerable, pure, Dinner Ambiance, over 1 million listeners, berklee college of music, 2023, 2022, ten million plays, team maro, brunicore, tok1d, has a twin, seenlivegetologist"
LOLO,"trance, progressive trance, electronic, uplifting trance, melodic trance, dance, vocal trance, female vocalists, pop, soul, belgian, euphoric trance, indie pop, Belgium, seen live, indie, club, epic trance, All, new indie, L-Vee, Hip-Hop, chillout, electronica, french, alternative, rap, experimental, world, argentina, american, favourite, best, gipsy, check out, Yay, Luxembourg, Kansas City, multiple artists, laos, bio, fairytale, belgique, Airwave, 31 minutos, AvB, Lolo, love this one, s-r-b-i-j-a, virgen, great discovery, alternatif rock, soo fuckin great, 3-5, yandex music"
Confidence Man,"seen live, pop, australian, dance, australia, electropop, female vocalists, House, synthpop, electronic, dance-pop, indie pop, synth pop, techno, Retro, breakbeat, humour, melbourne, male vocalists, dance pop, alternative dance, want to see live, 10s, multiple artists, euro house, nu-disco, nu disco, electopop, diva house, 8 out of 10, poptron, 4-5, tge17, all points east 2018, chadpop, seenlivegetologist"
Surfaces,"pop, indie, soul, USA, indie pop, american, rnb, Progressive deathcore, seen live, Surf, sunshine pop, screamo, death metal, live, texas, under 2000 listeners, pop rap, deathcore, america, United States, alt-pop, contemporary rnb, in english, indie soul, seeing live, bedroom soul"
Finom,"indie rock, rock, indie pop, Garage Rock, chicago, garage pop"
Ellie Jackson,seen live
GGOOLLDD,"indie, indie pop, electronic, pop, female vocalists, seen live, milwaukee, electronica, indie rock, dance, Retro, dream pop, american, female vocals, dance pop, female vocal, 4, sexual, glitter, wisconsin, blade runner, shiny, funkme, gals, my 10s, eletropop, Glitterpop, sxsw 2016, sxsw 2017, milwaukee indie"
Carly Rae Jepsen,"pop, Canadian, female vocalists, folk, acoustic, synthpop, dance, seen live, electropop, canada, dance-pop, Carly Rae Jepsen, singer-songwriter, teen pop, electronic, pop rock, female vocalist, dance pop, Canadian Idol, female, catchy, 10s, indie, guilty pleasure, Disco, chillout, Queen, crust punk, 2010s, electro-disco, canadian pop, chill, soul, indie pop, synth pop, world, 3, World Music, 00s, female vocal, sunflower, one hit wonder, nu-disco, Skitz0rz, uitluisteren artist, call me maybe, holloween skitz0rz, fav888, my dance room, alternative, cute, fun, love at first listen, english, sweet, British Columbia, All, curiosity, Mission, Bridgit Mendler"
Adwaith,"seen live, rock, folk, indie rock, art rock, welsh, wales, alternative, UK, jangle pop, shoegaze, alt rock, 5 Stars, United Kingdom, photographed, spotify, welsh language, uk rock, iaith gymraeg, discweekly"
Cheekface,"indie rock, post-punk, power pop, seen live, indie, rock, indie pop, USA, Post punk, quirky, 3, California, dance rock, geek rock, Supergroup, us, United States, hard pop, bubblegrunge, deezer,  indie rock, Tastes like Cake, upcoming album 2024"
Adam Melchor,"folk, seen live, indie pop, singer-songwriter, american, indie folk, male vocalists, 2010s, new jersey, new jersey indie, 2020s, team maro"
Dehd,"indie rock, post-punk, seen live, Garage Rock, Crank wave, indie, Lo-Fi, dream pop, chicago, alternative, indie pop, female vocalists, jangle pop, surf rock, pop, rock, alternative rock, Surf, power pop, USA, shoegaze, american, garage, male vocalists, seen live twice, 10s, 2010s, Illinois, alt-rock, xx, surf pop, indie surf, Post-punk revival, slacker rock, female guitarists, Grunge Pop, bubblegrunge, lazy summer, 2020s, 3-5, yandex music, discweekly"
Chris Koza,"seen live, Minnesota, singer-songwriter, indie, Minneapolis, Local, folk, acoustic, twin cities, indie rock, americana, american, soft, seen, United States, local music, bro, seen em"
Porridge Radio,"post-punk, Crank wave, indie rock, art punk, seen live, Lo-Fi, indie, british, indie pop, rock, punk, alternative, female vocalists, england, United Kingdom, alternative rock, sadcore, new wave, punk rock, post-grunge, 10s, neo-post-punk, post-brexit new wave, Grunge, noise rock, UK, 3, dream pop, Indie-Rock, Garage Rock, brighton, english, 2010s, female fronted, 20s, post-new wave, indie punk, losercore, lo-fi rock, screamcore, female guitarists, Riot Girl, Lo-Fi Indie, bubblegrunge, lofi music, 2020s, windmill scene, seen live - botanique 2024"
Peder B. Helland,"new age, instrumental, ambient, piano, composer, Instrumental music, Original compositions, chillout, beautiful, drone, composers, Norway, field recordings, pianist, Space Ambient, sad emotional"
John C. Cale and Nico Nico,Inne
Corey Harper,"pop, acoustic, american"
Paul Cardall,"piano, instrumental, new age, relaxing, LDS, easy listening, Paul Cardell, ambient, contemporary classical, Classical, favorites, american, spiritual, christian, soothing, romantic, neoclassical, All, piano solo, solo piano, new age piano, asciiecho, paul cardall, alternative, calm, acoustic, soft rock, contemporary jazz, relaxed, sunday, Mellow, composer, nostalgic, Rainy Day, Meditation, emotional, elegant, composers, interesting, ruhig, emotive, expressive, contemporary instrumental, mormon, north america, Josh Groban, nice piano, spotify, to explore, pi, triste, melancolique, Sunday Music, solo instrumental, piano player, unitarian, rigabrain, Strong Melodies, Charlotte Church, Jim Brickman, new age classical, Remind Me, lds music, Piano New Age, Dream melodies, piano masters, musica de piano, takes you out there, my essential artists, Heart rendering, nostalgia 2, Paul Cardall Redeeming Love, aufatmen, nostalgia 4, listen-later, gefhlvoll, pianist composer, REAL MUSIC JESUS"
Chance the Rapper,"Hip-Hop, rap, hip hop, seen live, chicago, jazz rap, underground hip-hop, pop rap, american, acid rap, cloud rap, alternative rap, underground rap, rnb, male vocalists, chicago rap, pop, soul, gospel, Jazz Hop, 10s, Illinois, Conscious Hip Hop, midwest rap, gospel rap, jazz, USA, funk, mixtape, Dope, corny, alternative hip-hop, United States, flow, meme rap, new skool rap, savemoney, alternative, experimental, psychedelic, quirky, jazz fusion, new, Crunk, Indie Hip Hop, nostalgic, spiritual, christian, Confident, Wry, fun, jazzy, Uplifting, funny, underground hip hop, lyrical, flowing, drugs, conscious hip-hop, Playful, trap, abstract hip-hop, abstract hip hop, jazz-hop, triumphant, us, religion, 16, imagination, witty, Exuberant, Black Lives Matter, humorous, All, bright, ugly, Christmas Music, Swaggering, experimental rap, fell off, Contemporary Gospel, hipster hop, soundcloud, modern rap, Street-Smart, Hanging Out, Rambunctious, ambitious, Striding, homophobic, amazing live, contemporary rnb, bands ive seen, Political Hip Hop, chi-town, jazz hip-hop, christian hip-hop, male and female vocals, Chi-town Rap, alternative rnb"
