Artist,Similar Artists
Carr,"Patrick Stump, Royal & the Serpent, Chloe Lilac, The Foxies, Chloe Moriondo"
Hillside Recording,"draw close, Khamir Music, Simply Worship, Piano Praises, Cathy Swan"
The Menzingers,"Spanish Love Songs, The Gaslight Anthem, Iron Chic, The Lawrence Arms, Red City Radio"
Sam Cooke,"Otis Redding, The Soul Stirrers, The Drifters, Sam & Dave, Etta James"
Pulitzer Priceless,"tenmonthsummer, 95COROLLA, Red Deck Wins, No Problemo!, The Others Like Us"
Tech N9ne,"Krizz Kaliko, Rittz, Ces Cru, Stevie Stone, Hopsin"
Mt. Misery,"Young Scum, Humdrum, The Boys with the Perpetual Nervousness, Chime School, Rural France"
Woodkid,"Low Roar, The Dø, alt-J, Of Monsters and Men, Barns Courtney"
Andra Day,"Jennifer Hudson, Ledisi, Leela James, Emeli Sandé, India.Arie"
Chapter Three,"Chapter Four, Chapter Six, Chapter Seven, Chapter One, Chapter Eight"
Good Morning,"LOVING, Brad stank, Banes World, Homeshake, Inner Wave"
Matt and Kim,"Passion Pit, Ra Ra Riot, Grouplove, Miike Snow, Generationals"
Soundgarden,"Temple of the Dog, Alice in Chains, Stone Temple Pilots, Chris Cornell, Audioslave"
"Lutalo, Claud","Runnner, Sun June, Lutalo, Lomelda, PACKS, tormentatropica, villagerrr, Merce Lemon, TOLEDO, Sea Lemon"
COLO COLO,"Crav Hostil, Nana¡, Mermonte, Dream 2 Dream, Gandi Lake"
Doomtree,"Sims, Dessa, Cecil Otter, P.O.S., Shredders"
birth day,"Take Care, sign crushes motorist, Hold, miserable teens club, fairies in our house"
"Panda Bear, Sonic Boom","Panda Bear, Sonic Boom, Adrian Sherwood, Panda Bear, Animal Collective, Panda Bear, Sonic Boom, Mariachi 2000 de Cutberto Perez, Avey Tare"
"Tommy Richman, Paco","Tommy Richman, mynameisntjmack, Tommy Richman, Trevor Spitta, Zachary Moon, Tommy Richman, Paco, Tommy Richman, Trevor Spitta, Tommy Richman"
Bartees Strange,"Frances Quinlan, ratboy, jasmine.4.t, Wild Pink, Oceanator"
Bill Clifton,"Charlie Monroe, Buzz Busby, Jim Eanes, Hylo Brown & The Timberliners, Bill Harrell"
Infinity Song,"Rachel Chinouriri, Alemeda, Destin Conrad, Ravyn Lenae, Lola Young"
Mungo's Hi Fi,"Pupajim, High Tone, Soom T, Prince Fatty, Kanka"
Moses Sumney,"SERPENTWITHFEET, Nick Hakim, Perfume Genius, Kelsey Lu, Lianne La Havas"
Robyn Hitchcock,"Robyn Hitchcock and The Egyptians, Camper Van Beethoven, Julian Cope, The Minus 5, John Wesley Harding"
South Park Mexican,"SPM, Bone Thugs-N-Harmony, Lil' Troy, Slim Thug, Fat Pat"
Maja Francis,"Sarah Klang, Ellen Krauss, Miriam Bryant, Veronica Maggio, Molly Sandén"
Chapter Eight,"Chapter Six, Chapter Seven, chapter nine, Chapter Ten, Chapter Twelve"
Kimya Dawson & Antsy Pants,"Kimya Dawson, Mateo Messina, Barry Louis Polisar, The Moldy Peaches, Jeffrey Lewis"
Chika,"Tobe Nwigwe, NoName, Tierra Whack, tobi lou, COI LERAY"
Conor Lynch,"Boy Scouts, Jesse Davidson, the smallest one, The Amazing Broken Man, Four Visions"
Noah Dillon,"Jack Davies and The Bush Chooks, Ghost Care, Tyne-James Organ, RAT!Hammock, Verge Collection"
Truman Sinclair,"Fat, Evil Children, Jeff Lamb, Cayden Wemple, Renny Conti, Pem"
Tim Hart,"Maddy Prior, Andy Irvine, The John Renbourn Group, The Johnstons, Cattle & Cane"
Austin Leonard Jones,"The Pink Stones, Sean Thompson's Weird Ears, Tobacco City, Chris Acker, cordovas"
Violent Femmes,"The Presidents of the United States of America, Pixies, Cake, Cracker, Meat Puppets"
Sweat FM,"Real Dominic, Bootcamp, Psyop, Beyond Peace, Death Kill Overdrive"
Peter Perrett,"Steve Wynn, Marianne Faithfull, John Cale, Nick Lowe, Gaz Coombes"
Family of the Year,"Edward Sharpe & The Magnetic Zeros, Bear's Den, Sons Of The East, Passenger, Benjamin Francis Leftwich"
Zara Larsson,"Mabel, Rita Ora, Bebe Rexha, Ava Max, Tove Lo"
Rex Orange County,"Daniel Caesar, grentperez, boy pablo, Bruno Major, The walters"
311,"Slightly Stoopid, Pepper, Sublime, Sublime with Rome, The Urge"
Michael R. Hicks,"Michael Ethington, Sherrie Shepherd, Jonathan Keith, Linda Rowberry, Addison Kirk"
Alex Lahey,"Camp Cope, Ruby Fields, Middle Kids, Gang of Youths, Bully"
Elliott Smith,"Heatmiser, Nick Drake, Jeff Buckley, Alex G, Bright Eyes"
Dutch Interior,"Wombo, Stuck, MJ Lenderman, Cola, Dehd"
Glom,"Chelsea Days, JW Francis, Famous Friend, Cal in Red, Chinese American Bear"
Great Grandpa,"Hop Along, ratboy, Remember Sports, Tancred, Cayetana"
Mac Miller,"Isaiah Rashad, Joey Bada$$, Chance the Rapper, A$AP Rocky, Vince Staples"
Fightmilk,"Brutalligators, Charmpit, Fortitude Valley, cheerbleederz, Supermilk"
Papii Red,"97otis, Brocko, El Sol, Headband Henny, cikho"
Baby Rose,"Q, Nick Hakim, Mereba, Nao, PIP MILLETT"
Chapter Forty,"Chapter Thirty-Nine, Chapter Forty-One, Chapter Thirty-Eight, Chapter Forty-Two, Chapter Thirty-Seven"
Nathaniel Rateliff,"Watchhouse, Caamp, Shakey Graves, Ray LaMontagne, Houndmouth"
Ceramic,"My Family, blacktonez, Arch_Typ, SOMATIK, son of scientist"
"Amanda Seyfried, Ashley Lilley, Rachel McDowall","Meryl Streep, Julie Walters & Christine Baranski, Pierce Brosnan & Meryl Streep, Dominic Cooper & Amanda Seyfried, Meryl Streep, Christine Baranski & Philip Michael"
AMSpace,"Edy Ocean, Sleepy Cow, rusting wheels, David Struck, Pluvious"
Famous,"Legss, Squid, Courting, Opus Kink, Do Nothing"
Dire Straits,"Mark Knopfler, Eric Clapton, Chris Rea, Supertramp, Nils Lofgren"
Olivia Kaplan,"Molly Sarlé, Georgia Harmer, supernowhere, Lou Roy, Sofia Wolfson"
Yvette Young,"CoVet, Via Luna, Vasudeva, Standards, TTNG"
Cheekface,"Illuminati Hotties, Jeff Rosenstock, Chris Farren, Yucky Duster, Antarctigo Vespucci"
Snail Mail,"Soccer Mommy, Momma, Alvvays, Indigo De Souza, Japanese Breakfast"
Victoria Monét,"Chlöe, Coco Jones, Chloe x Halle, Kehlani, FLO"
Raveena,"Ravyn Lenae, Fana Hues, Hope Tala, Jenevieve, Cleo Sol"
Clairice,"Jazei, Corena, Nostalgic Feeling, EmFlow, Kezano"
Grouper,"Mirrorring, Inca Ore, Raum, Jefre Cantu-Ledesma, Nivhek"
Poldoore,"Akshin Alizadeh, Kognitif, Boztown, Mononome, Degiheugi"
Gorillaz,"The Good, the Bad & the Queen, Damon Albarn, Radiohead, MGMT, Twenty One Pilots"
Reverend Baron,"Tim Hill, Michael Nau, Cut Worms, TWAIN, Robert Lester Folsom"
Willie J Healey,"Sports Team, The Big Moon, Pale Blue Eyes, The Magic Gang, The Maccabees"
Adi Oasis,"Ray Lozano, Rayana Jay, Cleo Sol, yaya bey, Gotts Street Park"
The Alan Parsons Project,"Alan Parsons, Supertramp, Genesis, Camel, Barclay James Harvest"
Confidence Man,"Fcukers, Romy, Rose Gray, Elkka, Dannii Minogue"
Dale Blankenship,"Senora May, The Pink Stones, Hogslop String Band, Leon Majcen, Nicholas Jamerson"
The Groupie Daisy Jones: 1965–1972,"The Rise of the Six: 1966–1972, The Numbers Tour: 1976–1977, Aurora: 1977–1978, Debut: 1973–1975"
Lakeyah,"Lola Brooke, Kash Doll, City Girls, kentheman, Rubi Rose"
Saintseneca,"Mimicking Birds, Hop Along, Ugly Casanova, Cottonwood Firing Squad, Typhoon"
Queen,"Freddie Mercury, Brian May, Roger Taylor, Queen + Paul Rodgers, Freddie Mercury & Montserrat Caballé"
Connexion Man,
Jeffrey Foucault,"Slaid Cleaves, Caitlin Canty, Eilen Jewell, Jimmy LaFave, Justin Townes Earle"
Friko,"This is Lorelei, Office dog, Blue Bendy, Been Stellar, Black Country, New Road"
The Teskey Brothers,
Valentino DeMartini,Erika Wennerstrom
Natti,"Deacon the Villain, Deacon the Villain & Sheisty Khrist, Marq Spekt & Kno, Mr. SOS, PackFM"
"Oisin Leech, Steve Gunn, Tony Garnier","Oisin Leech, Steve Gunn, Oisin Leech, Dónal Lunny, Tony Garnier, Roisín McGrory, Oisin Leech, Steve Gunn, Dónal Lunny, Tony Garnier, Roisín McGrory, Oisin Leech, M. Ward, Tony Garnier, Steve Gunn, Oisin Leech, Steve Gunn, Tony Garnier, Roisín McGrory"
Blake Ruby,"Suzuki Saint, Surfliner, E L E Y, Lilacs., Marlin Kites"
Then and Now: 1979–Present,"Chicago Stadium: July 12, 1979, Aurora World Tour: 1978–1979, The Rise of the Six: 1966–1972, Seven Eight Nine: 1975–1976, Debut: 1973–1975"
Finom,"Pom Poko, teens in trouble, Girl and Girl, Habibi, LionLimb"
Retro Cowgirl,"HoneyBunny, Auji, William Beckmann, North by North, Street Joy"
Beck,"Cake, The Flaming Lips, Ween, Soul Coughing, Spoon"
J.Folk,"Masked Man, Kissamilé, vhsceral, Aviino, Afroham"
Snoop Dogg,"Tha Dogg Pound, Dr. Dre, Daz Dillinger, 2Pac, Kurupt"
Bill Ryder-Jones,"Gruff Rhys, Nadine Shah, Marika Hackman, Jane Weaver, Vera Sola"
blushh,"Haybaby, Sammi Lanzetta, Thin Lips, Katie Ellen, Pllush"
Pale Fire,"Wendy MacIsaac, Ashley MacIsaac, Alex Francis MacKay, Natalie MacMaster, Buddy MacMaster"
Laufey,"beabadoobee, Laufey, 小野リサ, Lamp, Rex Orange County, Stacey Ryan"
Jaylen Brown,"Kal Banx, Yakiyn, LOS KEMET, Price, KingTrey"
Rufous Nightjar,"Lemoncello, Niamh Regan, Niamh Bury, Viv & Riley, Junior Brother"
Gabriels,
Jean Dawson,"Kevin Abstract, Terry Presume, Ag Club, Matt Champion, Teezo TouchDown"
Minor Moon,"V.V. Lightbody, String Machine, Tobacco City, Styrofoam Winos, Half Gringa"
Zzzahara,"jasmine.4.t, .com, The Simps, Maddie Jay, Cathedral Bells"
Tess Parks,"tess parks & anton newcombe, The Brian Jonestown Massacre, Psychic Ills, The Warlocks, Night Beats"
Money Man,"Big Scarr, MoneyBagg Yo, Foogiano, BigWalkDog, Young Dolph"
Aztec Camera,"The Bluebells, Orange Juice, Prefab Sprout, Lloyd Cole and The Commotions, The Style Council"
Lydia Loveless,"Margo Price, Margo Cilker, Jaime Wyatt, Robbie Fulks, Amanda Shires"
Hovvdy,"This is Lorelei, Wishy, MJ Lenderman, Dehd, Cloud Nothings"
Los Colognes,"The Jepettos, Matthew Logan Vasquez, Hard Working Americans, Quiet Life, Trigger Hippy"
Footballhead,"Super American, FLIGHT MODE, Gulfer, The Forecast, Barely Civil"
Royel Otis,"Spacey Jane, Lime Cordiale, The Rions, BBY, San Cisco"
Wet Leg,
Texas,"Sharleen Spiteri, All Saints, M People, The Beautiful South, Natalie Imbruglia"
searows,
The Moldy Peaches,"Kimya Dawson, Antsy Pants, Jeffrey Lewis, Michael Cera, WHATEVER, DAD"
Smino,"Saba, Isaiah Rashad, EarthGang, Jid, Mick Jenkins"
Manic Street Preachers,"James Dean Bradfield, Suede, Mansun, Catatonia, Ash"
Pure Sleeping Vibes,"Pure Relaxing Vibes, Sleepy Cow, Lunacy, Drip-Drop, skyyy"
Domestic Terminal,"OVERGROW, Adjy, Counsels, I Feel Fine, A Bunny's Caravan"
Cadence Weapon,"Buck 65, Busdriver, Snotty Nose Rez Kids, Shad, K-OS"
Tei Shi,"Empress Of, Abra, Blood Orange, Kilo Kish, Kelela"
Chemtrails,"Lightning Dust, Girl and Girl, Office dog, Lime Garden, William Doyle"
Louie Thesinger,
Heart to Gold,"Ben Quad, Niiice., trsh, macseal, saturdays at your place"
Louis the Child,
Elliott Skinner,"Canteen Killa, Maths Time Joy, Noble Hunter, Pher, canteenkilla"
Adolescent Dreams,"sean trelford, Them & I, NumbDome, Alek Olsen, Orchid Mantis, sign crushes motorist"
Dr. Dog,"Fruit Bats, Houndmouth, Spoon, Delta Spirit, The Shins"
Junior Varsity,"M.A.G.S., Chinese American Bear, Christian Leave, Flipturn, Worry Club"
Softcult,"Teenage Wrist, Soft Blue Shimmer, Gleemer, Scarlet House, Soul Blind"
Scott Matthew,"Gabriela Robin, Steve Conte, Rufus Wainwright, John Grant, Antony and the Johnsons"
Pop Filter,"Snowy Band, Lachlan Denton, No Local, Ciggie Witch, The Ocean Party"
Adam Melchor,"Rusty Clanton, dodie, Lizzy McAlpine, Leith Ross, Matilda Mann"
June McDoom,"Jessica Pratt, Kara Jackson, Maple Glider, Helena Deland, Buck Meek"
Thandii,"Ciao Ciao Marigold, James Alexander Bright, Pale Jay, Joshua Idehen, Fousheé"
The Vanished People,"Queen Bee, Frederic, Batta, ネクライトーキー, THE ORAL CIGARETTES"
Nubya Garcia,"Ezra Collective, Moses Boyd, Theon Cross, Nala Sinephro, Ashley Henry"
Hana Bryanne,"DaFFo, Sammy Copley, The Army, The Navy, Kevin Atwater, NEP"
Rasputina,"Scarling., Emilie Autumn, Queen Adreena, Switchblade Symphony, Faith and the Muse"
Carolyn Kendrick,"Macdara Yeates, phoneswithchords & Ben Sooy, Lula Wiles, Alisa Amador, Be Steadwell"
Neil Frances,"Leisure, Pale Jay, Poolside, Mild Minds, Jungle"
Neil Young,"Neil Young & Crazy Horse, Crosby, Stills, Nash & Young, Buffalo Springfield, The Stills-Young Band, The Band"
Mother Soki,"Crab County Players, Spirit Blue, ABUELO, Colle, Lipsticism"
Milton Nascimento,"Lô Borges, Milton Nascimento & Lô Borges, Beto Guedes, Gilberto Gil, Caetano Veloso"
Quivers,"Chime School, Ducks Ltd., The Reds, Pinks and Purples, Fake Fruit, Wild Pink"
Bedrooms & Zac Chase,
Omar Apollo,
Action Bronson,"Action Bronson & The Alchemist, Action Bronson & Statik Selektah, The Alchemist, Westside Gunn, Meyhem Lauren"
The Native Sibling,"Little Chief, Westward the Tide, The Saint Johns, The Gospel Whiskey Runners, Flannel Graph"
The Drums,"Beach Fossils, Surf Curse, The Buttertones, no vacation, Current Joys"
Aziya,"Pearly Drops, Lime Garden, Etta Marcus, Spill Tab, Chloe Slater"
A.A. Williams,"Emma Ruth Rundle, Mono, Crippled Black Phoenix, Darkher, Lost in Kiev"
Lew Sid,"JOYNER LUCAS, Brandon Jamar Scott, Hanumankind & Kalmi, callmestevieray, Matt Corman"
Luna Li,"Men I Trust, Sarah Kinsley, Kate Bollinger, lunar vacation, The Marías"
Jackson Harden,"Lizzie Weber, the riverside, Charla Peterson, Emma Charles, Tré Burt"
SCREEN jazzmaster,"BƱBBLE, RejSende, Otaam, leavv, Saib"
Jake Bugg,"The Courteeners, Miles Kane, Gerry Cinnamon, Jamie T, The Kooks"
bbymutha,"JUNGLEPUSSY, Kari Faux, Rico Nasty, QUAY DASH, Jean Deaux"
Coolio,"Naughty By Nature, Luniz, Warren G, Ice Cube, 2Pac"
Bodega,"Folly Group, Warmduscher, Gustaf, Cola, Deadletter"
Bel,"Ethan Tasch, Kristiane, Abby Sage, Devon Again, Moody Joody"
CunninLynguists,"Kno, Sadistik, Tonedeff, Brother Ali, Cyne"
Pure Relaxing Vibes,"Pure Sleeping Vibes, Lunacy, Distantic, skyyy, Sleepy Cow"
luna sterre,
Ladybird,"C-Stones, Linda Leen, Jenny May, Tumsa, Lauris Reiniks"
The Go! Team,"The Apples in Stereo, Architecture in Helsinki, The New Pornographers, The Fiery Furnaces, The Rapture"
Chatterton,"A Wonderful, Hello Shark, Attic Abasement, 22º Halo, Dead Sullivan"
Art Garfunkel jr.,"Eric Philippi, Angelo Kelly & Family, Eloy De Jong, Ramon Roselly, SONIA LIEBING"
Daneshevskaya,"Cornelia Murr, Jockstrap, Ethan P. Flynn, Lomelda, Lutalo"
I Hate Myself,"i hate sex, Saetia, Twelve Hour Turn, I Would Set Myself on Fire for You, knumears"
Men I Trust,"Crumb, The Marías, Tokyo Tea Room, no vacation, Vansire"
Sufjan Stevens,"Angelo De Augustine, Bon Iver, Fleet Foxes, Joanna Newsom, Big Thief"
Lori McKenna,"Brandy Clark, Caroline Spence, Hailey Whitters, Gabe Lee, Tenille Townes"
Sima Cunningham,"V.V. Lightbody, Ohmme, The Audians, DJ Don Clark, Fer Franco"
Pipe-Eye,"The Murlocs, King Gizzard & The Lizard Wizard, Heavy Moss, Cavs, Babe Rainbow"
Natti Natasha,"Becky G, Karol G, Wisin, Greeicy, Nicky Jam"
Iress,"graywave, shedfromthebody, Mountaineer, Pijn, HOLY FAWN"
Flipturn,"The Backseat Lovers, Briston Maroney, Vista Kicks, Hippo Campus, Duncan Fellows"
Hers Lake,"Garden Collective, Dance Of Centuries, Imala Zir, Imber Sun, Agnes Lundh"
Tove Lo,"Ellie Goulding, Kim Petras, Zara Larsson, Lykke Li, Banks"
Freelance Whales,"Faded Paper Figures, Electric President, Ra Ra Riot, Sea Wolf, Headlights"
Annabelle Chairlegs,"Momma, The Dead Pirates, Stef Chura, human people, Dumbo Gets Mad"
Ryland Bouchard,"The Robot Ate Me, Duffy x Uhlmann, Orbiting Human Circus, Adrian Orange, Carm"
Alex Izenberg,"Chris Cohen, Marina Allen, Hamish Hawk, Hayden Thorpe, Jon McKiel"
London Grammar,"Freya Ridings, Haevn, Birdy, Låpsley, BROODS"
Bombay Bicycle Club,"The Maccabees, Mystery Jets, Foals, Local Natives, Two Door Cinema Club"
Jem Cassar-Daley,"Dulcie, Greta Stanley, Azure Ryder, AODHAN, Lola Scott"
Bolis Pupul,"Charlotte Adigéry & Bolis Pupul, Charlotte Adigéry, Logic1000, I. Jordan, Olof Dreijer"
JJ72,"Idlewild, The Electric Soft Parade, Puressence, Ocean Colour Scene, Ash"
Junei',"Tony Palkovic, Cheryl Glasgow, Ashaye, Peter Barclay, New World Music"
Almost Monday,"Landon Conrath, young friend, Coin, lovelytheband, DOUBLECAMP"
Noel Gallagher's High Flying Birds,"Liam Gallagher, Beady Eye, Oasis, Noel Gallagher, Richard Ashcroft"
Lutalo,"Lomelda, Sex Week, Allegra Krieger, Runnner, Wishy"
Jefferson Airplane,"Quicksilver Messenger Service, Jefferson Starship, The Byrds, Country Joe & The Fish, Strawberry Alarm Clock"
Okay Kaya,
Florist,"Lomelda, WHATEVER, DAD, Free Cake For Every Creature, Frankie Cosmos, Tyler Burkhart"
NxWorries,
The Alarm,"Big Country, The Call, The Fixx, The Smithereens, The Icicle Works"
Sticky Fingers,"Mako Road, Ocean Alley, Lime Cordiale, Spacey Jane, The Terrys"
William Alexander,"Owen Rabbit, Foreign/National, Braves, The Castillians, Govs"
Dope Lemon,"Chelou, Angus & Julia Stone, Palace, Angus Stone, Sticky Fingers"
R.E.M.,"U2, Sugar, The Replacements, 10,000 Maniacs, Toad The Wet Sprocket"
Dresses,"San Cisco, Smallpools, MisterWives, Walk the Moon, Ra Ra Riot"
Grizzly Coast,"Tally Spear, Crane Like The Bird, Fox Royale, dani mack, Saltwater Sun"
James Supercave,"Lian Ray, Lewis Del Mar, Roller Derby, Fyfe, Champs"
Katie Gavin,"Maggie Rogers, Carol Ades, Remi Wolf, Maude Latour, Rachel Chinouriri"
Sultan + Shepard,"Le Youth, Lane 8, Eli & Fur, Ben Böhmer, Nora En Pure"
wslani,
Daisy Chain,"Lyre Still, Nancy Priddy, The Plastic Cloud, Jahn, Fairys"
America,"Seals & Crofts, The Doobie Brothers, Bread, Crosby, Stills & Nash, Firefall"
Laura Rae,"Fleur bleu·e, Umarells, Bronte Alva, Little Bit, Lazy Day"
MGMT,"Starfucker, Pond, Tame Impala, Vampire Weekend, Foster the People"
Teezo TouchDown,
San Fermin,"Kishi Bashi, Mother Falcon, Lucius, Stars, MisterWives"
Amen Dunes,"Hovvdy, Helado Negro, How to Dress Well, Kevin Morby, Wand"
The Clean,"The Bats, The Verlaines, The Chills, David Kilgour, Tall Dwarfs"
Billie Eilish,"FINNEAS, Olivia Rodrigo, Melanie Martinez, Lana Del Rey, Lorde"
Marina,"Melanie Martinez, Marina & the Diamonds, Allie X, Tove Lo, Lorde"
Joan Shelley,"This Is the Kit, Marisa Anderson, Nadia Reid, The Weather Station, Nathan Salsburg"
Eliades Ochoa,"Compay Segundo, Ibrahim Ferrer, Sierra Maestra, Afro Cuban All Stars, Omara Portuondo"
Aimee Carty,"Em Beihold, AJR, Jenna Raine, Sushi Soucy, Milk In The Microwave"
Josaleigh Pollett,"Nick Webber, Birthday Dad, Elliott Green, Katie Malco, Dead Gowns"
TV Star,
Gorky's Zygotic Mynci,"Super Furry Animals, Gruff Rhys, Euros Childs, Bill Ryder-Jones, Belle and Sebastian"
Ruston Kelly,"Jason Isbell and The 400 Unit, Adeem the Artist, Jason Isbell, Caroline Spence, Katie Pruitt"
Debut: 1973–1975,"The Numbers Tour: 1976–1977, Aurora: 1977–1978, The Rise of the Six: 1966–1972, Seven Eight Nine: 1975–1976, Then and Now: 1979–Present"
Chance the Rapper,"Taylor Bennett, Saba, Donnie Trumpet & The Social Experiment, Joey Bada$$, Smino"
The Smashing Pumpkins,"Billy Corgan, Zwan, Stone Temple Pilots, Pixies, Soundgarden"
Jawga Boyz,"Lenny Cooper, Bottleneck, Jawga Sparxxx, Redneck Souljers, Young Gunner"
mynameisntjmack,"Blvck Svm, jev., ovrkast., Aaron May, Isaiah Rashad"
Songs: Ohia,"Magnolia Electric Co., Jason Molina, Smog, Silver Jews, Sun Kil Moon"
Starbelly,"Maple Mars, Michael Carpenter, Doug Powell, Brad Jones, Cliff Hillis"
BABEHOVEN,"Why Bonnie, Slow Pulp, Bloomsday, Katy Kirby, BNNY"
Cōrt,"Neighbor Susan, Cody Ash, Marsandaras (M*A*R*S), Comfort Club, PuffHost"
Nouel,"thea wang, EllaHarp, Luca Wilding, Maz Lovella, Muco"
"Benny Andersson, Björn Ulvaeus, Jenny Galloway, Louise Plowright, Siobhan McCarthy","Benny Andersson, Björn Ulvaeus, Stig Anderson, Siobhan McCarthy, Nicolas Colicos, Paul Clarkson, Hilton McRae, Benny Andersson, Björn Ulvaeus, Stig Anderson, Jenny Galloway, Louise Plowright, Siobhan McCarthy, Benny Andersson, Björn Ulvaeus, Andrew Langtree, Lisa Stokke, Nigel Harman, Neal Wright, Benny Andersson, Björn Ulvaeus, Siobhan McCarthy, Louise Plowright, Jenny Galloway, Neal Wright, Benny Andersson, Björn Ulvaeus, Siobhan McCarthy, The Dynamos"
The Beatles,"John Lennon, George Harrison, Paul McCartney, Wings, Paul McCartney & Wings"
Radical Face,"Sea Wolf, Electric President, Roo Panes, Blind Pilot, Edward Sharpe & The Magnetic Zeros"
Bleachers,"Steel Train, Red Hearse, The 1975, Maggie Rogers, fun."
Tycho,"Emancipator, Helios, Kodomo, Yppah, Ulrich Schnauss"
Maria Hazell,"Elin Bergman, IIDA, Ninsun Poli, Julia Adams, Ida Lafontaine"
Longpigs,"The Bluetones, Gene, Dodgy, Shed Seven, Cast"
Chapter Thirty-six,
Gonzo,"Gospel, The Muppets, Kermit, Dr. Teeth and the Electric Mayhem, Napleiten"
"Benny Andersson, Björn Ulvaeus, Lisa Stokke, Hilton McRae, Paul Clarkson, Nicolas Colicos","Benny Andersson, Björn Ulvaeus, Stig Anderson, Siobhan McCarthy, Nicolas Colicos, Paul Clarkson, Hilton McRae, Benny Andersson, Björn Ulvaeus, Siobhan McCarthy, The Dynamos, Benny Andersson, Björn Ulvaeus, Stig Anderson, Lisa Stokke, Hilton McRae, Paul Clarkson, Benny Andersson, Björn Ulvaeus, Stig Anderson, Jenny Galloway, Louise Plowright, Siobhan McCarthy, Benny Andersson, Björn Ulvaeus, Andrew Langtree, Lisa Stokke, Nigel Harman, Neal Wright"
Colin Macleod,"C.Macleod, Sunflower Thieves, Callum Pitt, Beluga Lagoon, James Walsh"
Empress Of,"Tei Shi, Fabiana Palladino, Allie X, Cecile Believe, ionnalee"
Babe Corner,"Hey Cowboy!, Sasha and the Valentines, Central Heat Exchange, Bridal Party, Spud Cannon"
Garnish,"Boondogs, Nice Guy Eddie"
Opening Credits,"Chapter 1, End Credits, Chapter 2, Chapter 5, Introduction"
Iji,"Your Heart Breaks, eskimeaux, Wisdom Tooth, Best Friends Forever, Sourpatch"
Ilsey,"Bon Iver, Bonny Light Horseman, Morgan Wade, Ruston Kelly, Dylan LeBlanc"
Joji,"rei brown, 88Rising, d4vd, Frank Ocean, Keshi"
