Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,liked,playlist_origin
The Truth,So...How's Your Girl?,"Handsome Boy Modeling School,Róisín,J-Live",1999-10-19,337200,0,"hip-hop, hip hop, electronic, trip-hop, rap, electronica, indie, underground hip-hop, hiphop, alternative","Tommy Boy Music, LLC",0.7,0.393,2.0,-10.88,1.0,0.0471,0.6,6.08e-06,0.113,0.477,79.638,100.0,df_liked
Don't Forget Your Neighborhood,Prosthetic Boombox,"Cola Boyy,The Avalanches",2021-06-18,294413,0,"funk, disco, pop, usa, electronic, synth pop, psychedelic pop, melodic, reflective, introspective",Record Makers,0.64,0.837,10.0,-5.859,1.0,0.039,0.0634,2.89e-06,0.169,0.377,114.672,100.0,df_liked
Boyish - Recorded At Electric Lady Studios,Live At Electric Lady,Japanese Breakfast,2021-10-28,246303,25,"female vocalist, female vocalist, dream pop, indie pop, indie, indie rock, lo-fi, shoegaze, synthpop, chamber pop",Dead Oceans,0.243,0.133,2.0,-12.329,1.0,0.0329,0.791,0.00321,0.288,0.167,183.796,100.0,df_liked
"I Love You, I Hate You",Sometimes I Might Be Introvert,Little Simz,2021-09-03,255693,0,"female vocalist, female vocalist, rap, hip-hop, hip hop, grime, rnb, british, uk hip hop, conscious hip hop",AGE 101,0.53,0.769,6.0,-6.665,0.0,0.37,0.129,4.39e-06,0.169,0.62,119.737,100.0,df_liked
Leave The Door Open,An Evening With Silk Sonic,"Bruno Mars,Anderson .Paak,Silk Sonic",2021-11-12,242096,0,"pop, rnb, male vocalists, r&b, slow jams, bruno mars, soul, american, singer-songwriter, funk",Aftermath Entertainment/Atlantic,0.586,0.616,5.0,-7.964,1.0,0.0324,0.182,0.0,0.0927,0.719,148.088,100.0,df_liked
I Knew You Were Trouble (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,219760,70,"female vocalist, female vocalist, country, pop, singer-songwriter, acoustic, taylor swift, country pop, american, folk",Taylor Swift,0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,100.0,df_liked
Easy On Me,30,Adele,2021-11-19,224694,81,"female vocalist, female vocalist, soul, british, singer-songwriter, indie, pop, adele, jazz, acoustic",Columbia,0.604,0.366,5.0,-7.519,1.0,0.0282,0.578,0.0,0.133,0.13,141.981,100.0,df_liked
Cherry Wine - Live,Hozier,Hozier,2014-09-19,240147,63,"blues, indie, soul, singer-songwriter, irish, indie rock, rock, folk, alternative, male vocalists",Universal-Island Records Ltd.,0.475,0.111,1.0,-14.848,1.0,0.0366,0.952,0.00333,0.0982,0.233,101.487,100.0,df_liked
Black Superhero [Feat. Killer Mike & BJ The Chicago Kid & Big K.R.I.T.],Black Radio III,"Robert Glasper,Killer Mike,BJ The Chicago Kid,Big K.R.I.T.",2022-02-25,355720,24,"jazz, piano, jazz piano, fusion, piano jazz, contemporary jazz, hip-hop, jazz fusion, post-bop, soul",Loma Vista Recordings,0.489,0.693,7.0,-6.438,1.0,0.794,0.0992,0.0,0.109,0.632,180.369,100.0,df_liked
Dance In Room Song,Pink Songs,Sipper,2021-01-21,171243,0,"indie pop, lo-fi, indie rock, usa, bedroom pop",Family Computer,0.583,0.82,11.0,-6.774,1.0,0.0622,0.0293,0.00119,0.608,0.759,90.611,100.0,df_liked
Georgia,Stranger in the Alps (Deluxe Edition),Phoebe Bridgers,2018-10-02,247306,42,"female vocalist, female vocalist, singer-songwriter, folk, indie folk, indie, indie rock, american, acoustic, indie pop",Dead Oceans,0.478,0.439,2.0,-11.877,1.0,0.05,0.865,0.0122,0.105,0.287,101.893,100.0,df_liked
Bleach,Banish The Banshee,Isaac Dunbar,2022-05-27,219773,30,"indie pop, pop, alternative, united states, electronic, electropop, singer-songwriter, usa, 3, american",RCA Records Label,0.658,0.643,1.0,-5.657,1.0,0.0319,0.0518,0.0,0.15,0.566,113.038,100.0,df_liked
Psychic City,See Mystery Lights,YACHT,2009-07-28,307120,0,"female vocalist, electronic, experimental, indie pop, indie, indie electronic, portland, american, indietronica, synthpop",DFA Records,0.856,0.543,11.0,-7.201,0.0,0.0401,0.161,0.0,0.347,0.766,105.042,100.0,df_liked
Wavy Gravy,"Love You, Mean It",Okey Dokey,2017-01-27,227280,0,"indie, pop, punk, indie pop, indie rock, psychedelic pop, american, rnb",Okey Dokey,0.221,0.662,7.0,-7.314,1.0,0.0519,0.252,0.000149,0.266,0.539,199.924,100.0,df_liked
My Love Took Me Down To the River To Silence Me,Absolute Zero,Little Green Cars,2013-01-01,300960,0,"indie, irish, folk, dublin, indie rock, ireland, rock, indie pop, melody, indie folk",Glassnote Entertainment Group LLC,0.593,0.528,0.0,-6.691,1.0,0.0325,0.0438,0.000201,0.208,0.195,124.987,100.0,df_liked
Sunny Afternoon - 2020 - Remaster,The Kink Kronikles,The Kinks,1972-04-10,216921,0,"classic rock, 60s, rock, british, british invasion, mod, pop, indie, oldies, garage rock",Sanctuary Records,0.545,0.469,2.0,-9.465,0.0,0.0273,0.276,0.0,0.0788,0.457,122.821,100.0,df_liked
Rawnald Gregory Erickson the Second,Starfucker,STRFKR,2008-09-23,173693,57,"electronic, indie pop, indie, portland, belgium, indietronica, synthpop, electropop, american, electronica",Badman Recording Co,0.9,0.538,7.0,-7.879,1.0,0.0343,0.229,0.843,0.287,0.713,95.508,100.0,df_liked
I Already Love You,Leftovers,Le Ren,2021-10-15,203786,18,"indie pop, indie rock, dream pop, alternative country, electronica, trip-hop, indie, ambient, shoegaze, space rock",Secretly Canadian,0.467,0.227,2.0,-9.854,1.0,0.0324,0.91,0.0213,0.121,0.25,124.368,100.0,df_liked
LL Cool J,Shape Up,Leikeli47,2022-05-13,213840,22,"female vocalist, female vocalist, rap, hip-hop, hip hop, usa, brooklyn, american, hiphop, acid rap",Hardcover/RCA Records,0.803,0.456,1.0,-7.629,1.0,0.45,0.168,9.15e-06,0.28,0.504,94.812,100.0,df_liked
The Lightning I,WE,Arcade Fire,2022-05-06,181733,38,"female vocalist, indie rock, indie, alternative, canadian, rock, alternative rock, art rock, baroque pop, folk",Columbia,0.402,0.547,9.0,-11.036,1.0,0.0389,0.00866,0.00532,0.853,0.195,73.761,100.0,df_liked
Ocean's Calling,Green,Stephen's Shore,2022-04-15,239097,1,"indie pop, indie rock, jangle pop",Meritorio Records,0.424,0.684,0.0,-9.656,0.0,0.0307,0.000945,0.894,0.107,0.553,147.13,100.0,df_liked
Song Cry,The Blueprint,JAY-Z,2001-09-11,302360,43,"hip-hop, rap, hip hop, east coast rap, jay-z, new york, east coast, american, hiphop, rnb",Roc-A-Fella,0.654,0.866,7.0,-3.318,0.0,0.151,0.236,0.0,0.306,0.505,85.488,100.0,df_liked
Nye,Pity Party,Fightmilk,2017-07-14,235998,0,"indie rock, indie, indie pop, pop punk, rock, alternative, uk, female vocal, diy, nottingham city centre august 2023",Fierce Panda Records,0.57,0.874,3.0,-7.408,1.0,0.039,0.023,0.0,0.0569,0.265,126.012,100.0,df_liked
Consolation Prize,(It Was) Because I Was in Love (Deluxe Reissue),Sharon Van Etten,2009-05-26,242960,12,"female vocalist, female vocalist, folk, singer-songwriter, indie folk, acoustic, indie, indie rock, american, alternative",language of stone / sve productions,0.385,0.365,11.0,-9.348,0.0,0.0296,0.651,0.0406,0.114,0.0635,119.091,100.0,df_liked
You're Either On Something,You're Either On Something,Temples,2019-08-05,227133,2,"psychedelic, psychedelic rock, indie rock, indie, neo-psych, neo-psychedelia, stoner rock, british, rock, psychedelic pop",ATO Records,0.466,0.802,0.0,-5.6,1.0,0.0563,0.00106,0.0028,0.18,0.429,94.02,100.0,df_liked
Miracle of Life,Miracle of Life,Bright Eyes,2020-10-28,216584,0,"indie, singer-songwriter, folk, indie rock, emo, alternative, rock, acoustic, bright eyes, saddle creek",Dead Oceans,0.529,0.581,8.0,-9.311,1.0,0.0287,0.259,0.122,0.106,0.583,93.259,100.0,df_liked
Ruthless,Fever Dream,Cannons,2022-03-25,205312,36,"female vocalist, electronic, oi, pop, indie pop, punk, dream pop, skinhead, synthpop, japanese",Columbia,0.562,0.745,8.0,-6.647,1.0,0.0391,0.0134,0.00205,0.102,0.402,127.865,100.0,df_liked
Calm Down,Rave & Roses,Rema,2022-03-24,219668,64,"afrobeats, trap, pop, nigerian, afropop, hip hop, african, nigeria, afrobeat, under 2000 listeners",Mavin Records / Jonzing World,0.814,0.789,11.0,-6.29,1.0,0.0405,0.365,0.000502,0.137,0.842,107.003,100.0,df_liked
Medicine,Rockstar,Momma,2022-02-22,254200,0,"female vocalist, indie rock, indie, alternative, rock, usa, grunge, indie pop, garage, pop",Polyvinyl Records,0.67,0.729,7.0,-6.414,1.0,0.0299,0.252,0.598,0.0794,0.824,132.014,100.0,df_liked
I'm On Fire,I'm On Fire,Gus Dapperton,2020-09-01,158620,0,"indie pop, indie, lo-fi, pop, experimental, usa, chillout, american, bedroom pop, electropop",Gus Dapperton,0.5,0.854,1.0,-6.363,0.0,0.0374,0.135,0.66,0.161,0.491,173.95,100.0,df_liked
Everyday (feat. Curren$y),Full Court Press,"Wiz Khalifa,Big K.R.I.T.,Girl Talk,Smoke DZA,Curren$y",2022-04-07,232333,7,"hip-hop, rap, underground hip-hop, hip hop, pittsburgh, wiz khalifa, american, east coast rap, pennsylvania, stoner rap",Taylor Gang Ent./GT Recordings LLC/Asylum,0.648,0.883,11.0,-3.315,0.0,0.248,0.0294,0.0,0.0731,0.688,89.839,100.0,df_liked
Symptoms,Imagine Nation EP,Pinkston,2022-03-15,296211,0,"indie, pop, rock, alternative, new-wave, texas, dallas",Horizon Music,0.333,0.459,11.0,-8.552,1.0,0.036,0.751,1.49e-05,0.189,0.161,123.572,100.0,df_liked
Go,Go / Eagle Birds / Lo/Hi,The Black Keys,2019-05-16,146596,30,"blues rock, blues, rock, indie, indie rock, garage rock, alternative, american, alternative rock, lo-fi",Nonesuch,0.478,0.666,1.0,-7.766,1.0,0.0566,0.0428,0.725,0.336,0.718,149.974,100.0,df_liked
Weight In Gold,Weight In Gold,Gallant,2015-06-30,203579,0,"soul, rnb, r&b, ambient, alternative rnb, electronic, pop, american, alternative, rap",Mind of a Genius,0.381,0.44,5.0,-5.539,0.0,0.0792,0.0344,4.09e-06,0.119,0.375,178.708,100.0,df_liked
The Kids Don't Stand A Chance,Vampire Weekend,Vampire Weekend,2008-01-29,243000,0,"indie, indie rock, indie pop, alternative, rock, american, pop, alternative rock, new york, experimental",XL Recordings,0.659,0.453,0.0,-6.226,1.0,0.0365,0.273,0.44,0.182,0.906,140.015,100.0,df_liked
Wow,Wow,Beck,2016-06-02,219973,0,"alternative, indie, rock, singer-songwriter, indie rock, alternative rock, folk, electronic, experimental, beck",Universal Music Group,0.593,0.721,10.0,-4.547,0.0,0.0363,0.00589,0.00472,0.17,0.484,91.992,100.0,df_liked
Sea of Love,The Covers Record,Cat Power,2000-03-21,139466,0,"female vocalist, female vocalist, indie, singer-songwriter, folk, alternative, indie rock, indie pop, rock, indie folk",Matador,0.561,0.0859,6.0,-11.478,0.0,0.0511,0.94,0.0,0.16,0.117,78.372,100.0,df_liked
When My Time Comes,North Hills,Dawes,2009-06-16,308373,0,"folk, indie, folk rock, indie rock, acoustic, california, indie folk, rock, americana, american",ATO Records,0.327,0.501,9.0,-8.885,1.0,0.0434,0.722,0.00245,0.113,0.377,115.199,100.0,df_liked
Dreams,20th Century Masters - The Millennium Collection: The Best Of The Cranberries,The Cranberries,2005-09-27,254226,39,"female vocalist, female vocalist, rock, alternative, alternative rock, irish, 90s, pop, indie, the cranberries",Island Records,0.533,0.866,4.0,-6.367,1.0,0.05,0.00102,0.00042,0.524,0.395,128.489,100.0,df_liked
River,Coming Home,Leon Bridges,2015-06-15,238560,0,"soul, american, rnb, rhythm and blues, nu soul, neo-soul, gospel, r&b, texas, 60s revival",Columbia,0.658,0.179,8.0,-10.866,1.0,0.0448,0.689,0.0,0.17,0.191,128.128,100.0,df_liked
Knock Me Off My Feet,Grim Town,SOAK,2019-04-26,187185,0,"female vocalist, indie, singer-songwriter, punk, indie pop, irish, alternative rock, folk, indie folk, nu metal",Rough Trade,0.646,0.877,9.0,-5.116,1.0,0.0545,0.0859,0.00197,0.335,0.938,137.991,100.0,df_liked
Tadow (feat. FKJ),FG Chill Out #2 - The Deep House & Lounge Music Must Have Selection,"Masego,FKJ",2019-05-03,301880,30,"rnb, jazz, soul, electronic, house, trap house jazz, nu jazz, jazz fusion, american, male vocalists",Wagram Music,0.701,0.46,0.0,-7.069,1.0,0.0655,0.68,0.000156,0.103,0.313,121.976,100.0,df_liked
Lilacs,Saint Cloud,Waxahatchee,2020-03-27,195600,0,"female vocalist, female vocalist, singer-songwriter, indie, acoustic, alternative, indie rock, folk, lo-fi, indie folk",Merge Records,0.74,0.695,7.0,-9.445,1.0,0.0303,0.53,3.55e-05,0.0752,0.427,102.994,100.0,df_liked
Lou Lou,Lovers - EP,Albin Lee Meldau,2016-05-27,124720,14,"soul, swedish, singer-songwriter, folk, sweden, saw live, swedish male vocalists, male soul vocalists",Mayfly Recordings,0.51,0.2,11.0,-10.273,0.0,0.0392,0.876,1.87e-05,0.0946,0.291,122.51,100.0,df_liked
Yer Fall,Seeds,Hey Rosetta!,2011-02-15,339880,9,"canadian, indie rock, indie, indie pop, newfoundland, canada, rock, alternative, pop, alternative rock",Sonic Records,0.417,0.465,11.0,-7.618,0.0,0.0291,0.292,0.0139,0.133,0.225,94.267,100.0,df_liked
You'll Only End Up Joining Them,Out in the Ether,Kevin Devine,2021-04-01,222037,1,"singer-songwriter, indie, folk, acoustic, folk rock, indie rock, emo, rock, alternative, american",Devinyl Records and Many Hats Distribution,0.328,0.405,4.0,-10.867,1.0,0.0356,0.589,0.0949,0.0788,0.0692,114.174,100.0,df_liked
The Only Living Boy in New York - Recorded at Spotify Studios NYC,Spotify Singles,Kishi Bashi,2017-07-12,240482,0,"indie, folk, pop, indie pop, chamber pop, world, american, art pop, experimental, acoustic",Joyful Noise Recordings,0.601,0.325,10.0,-13.193,1.0,0.0286,0.583,0.000559,0.0902,0.266,73.085,100.0,df_liked
Holy (feat. Chance The Rapper),Justice (Triple Chucks Deluxe),"Justin Bieber,Chance the Rapper",2021-03-26,212093,38,"female vocalist, female vocalist, pop, black metal, justin bieber, rnb, hip-hop, r&b, brutal death metal, gay",RBMG/Def Jam,0.67,0.693,6.0,-8.34,1.0,0.35,0.2,0.0,0.0909,0.388,87.017,100.0,df_liked
Nont For Sale,Sink,Sudan Archives,2018-05-25,219690,0,"female vocalist, rnb, soul, experimental, violin, usa, ohio, electronic, stones throw, hip-hop",Stones Throw Records,0.757,0.502,11.0,-7.522,0.0,0.0909,0.0906,4.16e-06,0.126,0.399,139.998,100.0,df_liked
All That I Want,Happiness,The Weepies,2004,202520,0,"female vocalist, female vocalist, folk, indie, singer-songwriter, acoustic, mellow, indie folk, indie pop, american",The Weepies,0.627,0.207,9.0,-13.14,1.0,0.0312,0.882,0.0,0.257,0.415,112.994,100.0,df_liked
Faraway Look,Walk Through Fire,Yola,2019-02-22,189861,0,"female vocalist, soul, country, country soul, americana, pop, british, united kingdom, folk, singer-songwriter",Easy Eye Sound/Nonesuch,0.387,0.565,6.0,-5.415,1.0,0.0253,0.396,0.00627,0.288,0.193,83.145,100.0,df_liked
Lemon [Feat. Sharon Van Etten],Sour Lemon,"Local Natives,Sharon Van Etten",2020-10-23,197880,15,"indie, indie rock, folk, indie pop, freak folk, american, indie folk, rock, alternative, pop",Loma Vista Recordings,0.614,0.275,3.0,-8.744,1.0,0.027,0.904,2.26e-05,0.118,0.303,130.875,100.0,df_liked
Imagining My Man,Imagining My Man,Aldous Harding,2017-03-29,351309,0,"female vocalist, folk, singer-songwriter, new zealand, indie, indie folk, alternative, contemporary folk, atmospheric, alternative rock",4AD,0.575,0.182,0.0,-13.993,1.0,0.028,0.965,0.0139,0.114,0.287,98.062,100.0,df_liked
Come Gently in the Night,5 Demos,Boosegumps,2020-02-20,184273,0,"lo-fi, indie, alternative, indie pop, bedroom, bedroom pop, rare sad girl, rare sads, usa, lesser known yet streamable artists",Boosegumps,0.487,0.0784,4.0,-17.573,1.0,0.0373,0.986,0.927,0.111,0.308,129.76,100.0,df_liked
Pegasi,Memories Are Now,Jesca Hoop,2017-10-02,213503,0,"female vocalist, female vocalist, folk, singer-songwriter, indie, mellow, american, indie folk, pop, alternative",Sub Pop Records,0.578,0.245,2.0,-8.901,1.0,0.0287,0.938,0.0,0.107,0.509,89.566,100.0,df_liked
Lazy Eye,The Singles Collection,Silversun Pickups,2014-02-25,354360,42,"female vocalist, indie rock, indie, alternative, shoegaze, rock, alternative rock, american, dream pop, indie pop",Dangerbird Records,0.633,0.831,4.0,-5.053,1.0,0.0461,0.0401,0.693,0.117,0.243,127.397,100.0,df_liked
Mixer,Mixer (Acoustic),Amber Mark,2019-05-10,192823,15,"female vocalist, female vocalist, soul, rnb, pop, alternative rnb, usa, american, neo-soul, trap",EMI,0.703,0.742,9.0,-5.542,1.0,0.0454,0.0509,0.000636,0.625,0.812,94.926,100.0,df_liked
Ghost,In the Aeroplane Over the Sea,Neutral Milk Hotel,1998-02-20,248573,0,"indie, indie rock, folk, lo-fi, elephant 6, alternative, rock, indie pop, indie folk, american",Merge Records,0.192,0.943,4.0,-4.059,1.0,0.0828,0.0249,7.61e-06,0.135,0.218,136.369,100.0,df_liked
Melt,Miss Universe,Nilüfer Yanya,2019-03-22,262532,0,"female vocalist, female vocalist, singer-songwriter, indie rock, indie pop, indie, soul, british, pop, art pop",ATO Records,0.825,0.58,5.0,-7.837,0.0,0.0332,0.0436,4.96e-05,0.0871,0.609,127.999,100.0,df_liked
In Your Head,Miss Universe,Nilüfer Yanya,2019-03-22,207632,0,"female vocalist, female vocalist, singer-songwriter, indie rock, indie pop, indie, soul, british, pop, art pop",ATO Records,0.571,0.517,9.0,-6.757,1.0,0.033,0.00154,0.0,0.112,0.465,132.996,100.0,df_liked
no song without you,no song without you,HONNE,2020-06-12,161536,41,"electronic, indie, neo-soul, synthpop, soul, deep house, rnb, indie pop, dream pop, alternative rnb",Atlantic Records UK,0.778,0.462,0.0,-12.729,1.0,0.0359,0.463,0.583,0.11,0.817,105.45,100.0,df_liked
French Navy,My Maudlin Career,Camera Obscura,2009-04-20,198893,18,"female vocalist, female vocalist, indie pop, indie, scottish, twee, pop, indie rock, alternative, twee pop",4AD,0.434,0.853,2.0,-4.05,1.0,0.0432,0.0105,0.0,0.214,0.668,136.997,100.0,df_liked
Confessions,Athena,Sudan Archives,2019-11-01,173567,0,"female vocalist, rnb, soul, experimental, violin, usa, ohio, electronic, stones throw, hip-hop",Stones Throw Records,0.535,0.404,2.0,-6.156,1.0,0.0428,0.0379,0.000153,0.148,0.25,101.983,100.0,df_liked
I Hope It's You,"Big Bear, Little Bear",Rusty Clanton,2018-01-14,237250,0,"folk, american, indie folk",Rusty Clanton,0.382,0.227,11.0,-8.96,1.0,0.0416,0.98,0.00208,0.169,0.165,125.557,100.0,df_liked
Lost Again,Music,Benny Sings,2021-04-09,171549,0,"female vocalist, jazz, soul, pop, chillout, dutch, nu jazz, indie, alternative, sonar kollektiv",Stones Throw Records,0.783,0.433,11.0,-11.033,0.0,0.254,0.569,0.00415,0.0786,0.822,201.796,100.0,df_liked
It's Still Cool If You Don't,Sunflower,Briston Maroney,2021-04-09,237413,38,"indie rock, singer-songwriter, american, alternative, folk, usa, indie folk, indie pop, guitar, folk rock",Canvasback/ATL,0.597,0.655,9.0,-6.188,1.0,0.0299,0.00473,5.15e-05,0.607,0.36,121.06,100.0,df_liked
Something Real,Voyager,Current Joys,2021-05-14,127407,0,"indie, indie pop, indie rock, emo, lo-fi, shoegaze, dream pop, slowcore, bedroom pop, emo as fuck and makes me wanna die",Secretly Canadian,0.709,0.457,4.0,-10.654,1.0,0.0326,0.232,0.00124,0.0997,0.864,120.015,100.0,df_liked
Following A God Desire,When I Come Around - EP,Nap Eyes,2021-05-14,316001,0,"indie rock, indie, indie pop, canada, folk pop, rock, alternative, folk, pop rock, jangle pop",Jagjaguwar,0.512,0.341,9.0,-11.982,1.0,0.0311,0.556,0.0563,0.0918,0.196,85.982,100.0,df_liked
It's a good day (to fight the system),"I'm not a mother, but I have children",Shungudzo,2021-05-21,197474,0,"zimbabwe, soul, indie pop, indie, usa, african, zimbabwean",BMG Rights Management (US) LLC,0.589,0.893,9.0,-4.014,1.0,0.0447,0.221,0.000412,0.224,0.338,99.995,100.0,df_liked
Boyish,Soft Sounds from Another Planet,Japanese Breakfast,2017-07-14,213986,0,"female vocalist, female vocalist, dream pop, indie pop, indie, indie rock, lo-fi, shoegaze, synthpop, chamber pop",Dead Oceans,0.227,0.457,2.0,-7.459,1.0,0.0299,0.0979,0.000447,0.189,0.371,106.727,100.0,df_liked
Sunlight,Sunlight,Yuno,2019-05-14,212160,0,"indie pop, electronic, indie, electro pop, florida, dream pop, american, all, electronica, pop",Sub Pop Records,0.398,0.739,2.0,-6.763,1.0,0.0318,9.52e-06,0.437,0.117,0.529,76.982,100.0,df_liked
Rainy Days And Mondays - 1991 Remix,Carpenters Gold (35th Anniversary Edition),"Carpenters,Richard Carpenter,Roger Young",2004-02-10,215000,21,"female vocalist, female vocalist, pop, 70s, oldies, easy listening, carpenters, folk, classic rock, soft rock",A&M,0.442,0.348,0.0,-9.505,0.0,0.029,0.682,4.26e-05,0.0821,0.25,75.876,100.0,df_liked
Air Forces,When Smoke Rises,Mustafa,2021-05-28,189427,28,"canadian, brazilian drum and bass, electronic, soul, house, sudanese, brazilian dnb, alternative, singer-songwriter, canada",Regent Park Songs,0.53,0.33,6.0,-15.465,1.0,0.0895,0.904,0.0115,0.142,0.437,173.837,100.0,df_liked
